ORIGINAL_SESSIONS,ORIGINAL_TLV,sessions,tlv,count,a_bike,a_casual,a_dance,a_golf,a_hiking,a_on_the_move,a_onthemove,a_running,a_studio,a_swim,a_tennis,a_trail_running,a_training,a_travel,a_yoga,c_5_year_basic,c_abc,c_align,c_all_yours,c_allyours,c_always_in_motion,c_alwaysinmotion,c_at_ease,c_atease,c_base_pace,c_basepace,c_blissfeel,c_bowline,c_built_to_move,c_chargefeel,c_city_sweat,c_citysweat,c_cityverse,c_commission,c_cool_racerback,c_dance_studio,c_dancestudio,c_define,c_drysense,c_ebb_to_street,c_ebbtostreet,c_energy,c_engineered_warmth,c_enlite,c_everywhere,c_fast&free,c_fast_&_free,c_free_to_be,c_fundamental,c_groove,c_hold_tight,c_hotty_hot,c_hottyhot,c_instill,c_invigorate,c_license_to_train,c_licensetotrain,c_like_a_cloud,c_likeacloud,c_loungeful,c_love,c_lululemon_lab,c_metal_vent_tech,c_metalventtech,c_pace_breaker,c_perfectly_oversized,c_perfectlyoversized,c_power_pivot,c_power_thru,c_ready_to_rulu,c_restfeel,c_scuba,c_sculpt,c_soft_jersey,c_speed_up,c_speedup,c_steady_state,c_strongfeel,c_surge,c_swift_speed,c_swiftly,c_swiftspeed,c_t.h.e.,c_wunder_puff,c_wunder_train,c_wunder_under,c_wundermost,c_wundertrain,c_wunderunder,c_zeroed_in,cat_accessories,cat_all_bras,cat_allbras,cat_bags,cat_bestsellers,cat_bodysuits,cat_bouteilles_d^eau,cat_button_down_shirts,cat_camisoles,cat_can,cat_capris,cat_chaussettes,cat_coats&jackets,cat_coats_&_jackets,cat_commerceroot,cat_dresses,cat_early_access,cat_equipment,cat_femmes,cat_gift_ideas,cat_giftideas,cat_gloves_&_mittens,cat_hair_accessories,cat_hats,cat_hauts,cat_hauts_à_capuchon_et_chandails,cat_hommes,cat_hoodies&sweatshirts,cat_hoodies_&_sweatshirts,cat_joggers,cat_jumpsuits_&_rompers,cat_jupes,cat_lab_shop,cat_leggings,cat_long_sleeve_shirts,cat_loungewear,cat_manches_courtes,cat_manteaux,cat_manteaux_+_vestes,cat_matching_sets,cat_nos_succès,cat_nouveautés,cat_pantalons,cat_pantalons_d^entraînement,cat_pantalons_de_jogging,cat_pants,cat_polo_shirts,cat_sacs,cat_scarves_&_wraps,cat_shirts,cat_shoes,cat_shop_outfits,cat_short_sleeve_shirts,cat_shorts,cat_shortsleeveshirts,cat_skirts,cat_socks,cat_sous-vêtements,cat_soutiens-gorge_sport,cat_special_edition,cat_sports_bras,cat_sweaters,cat_sweatpants,cat_swim_trunks,cat_swimsuits,cat_t-shirts,cat_tank_tops,cat_tanktops,cat_team_canada_,cat_tights,cat_tricots,cat_trousers,cat_underwear,cat_usa,cat_vêtements_de_détente,cat_water_bottles,cat_we_made_too_much,cat_wemadetoomuch,cat_what^s_new,cat_what^snew,cat_women^s_0-14,cat_yoga_mats,cat_yogaaccessories,clr_black,clr_black_&_white,clr_black_&_white_,clr_blanc,clr_blue,clr_brown,clr_burgundy,clr_camo,clr_gold,clr_green,clr_grey,clr_khaki,clr_metallic,clr_navy,clr_neon,clr_neutral,clr_noir,clr_olive,clr_orange,clr_pastel,clr_pink,clr_printed,clr_purple,clr_red,clr_rose,clr_striped,clr_tie_dye,clr_white,clr_yellow,g_all,g_men,g_women,gift_all
3035,20080,0.76002,0.031814,0.034014,0,0,0,0,0,0.039863,0,0,0,0,0,0,0.026549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097561,0,0,0,0,0,0.00207,0,0,0,0,0,0,0,0,0,0,0,0,0.098214,0,0.132075,0,0,0,0.013393,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041667,0,0.085714,0,0,0,0.008,0,0,0,0,0,0.006623,0,0,0,0,0,0,0,0.105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0.041051,0,0,0,0,0,0,0,0,0,0.075188,0,0,0,0,0,0,0,0,0,0.038095,0,0,0,0,0,0,0,0,0.001727,0.030691,0.027264,0
3147,2598,0.788076,0.005812,0.040816,0,0,0,0,0.15625,0.03303,0,0,0,0,0,0,0.044248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027855,0,0,0.034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.072848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0.004334,0,0.004464,0,0,0,0,0.042693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005181,0.007673,0.017527,0
3211,2848,0.804108,0.006184,0.010204,0,0,0,0,0,0.005695,0,0.004673,0,0,0,0,0.00885,0,0.007533,0,0,0.006547,0,0,0.032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015152,0,0,0,0,0,0,0,0,0.011364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241,0,0,0,0,0.007143,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647,0,0,0,0,0,0,0,0,0,0.019231,0,0,0,0.008333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001083,0,0.004464,0,0,0,0,0.001642,0,0,0,0.012012,0.013889,0,0,0,0.00578,0.015038,0.009346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001727,0.017903,0.004869,0
3930,4505,0.984218,0.008649,0.14966,0,0,0,0,0,0.074032,0,0.13785,0,0,0,0.052632,0.141593,0,0.033898,0,0,0.03928,0.107692,0,0,0,0,0,0.266667,0,0.207207,0,0,0.08547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013245,0,0.058182,0,0,0,0,0.006757,0,0,0,0.098485,0,0,0,0,0.144737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016949,0.003344,0,0,0,0.232143,0,0,0,0,0,0.080357,0,0,0,0.052,0,0,0,0,0,0.12931,0,0,0.011142,0,0,0,0,0,0,0,0,0,0.789474,0,0,0,0,0,0,0,0,0,0.258333,0,0.171429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054726,0.179487,0,1,0.136842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027915,0.111111,0,0,0.051051,0.018519,0,0,0,0.052023,0.270677,0.018692,0,0,0,0,0,0.222222,0,0,0,0,0.015152,0.315789,0,0,0,0.038217,0,0.015544,0.002558,0.160662,0
3664,604,0.917585,0.002847,0.044218,0,0,0,0,0,0.006834,0,0.077103,0,0,0,0,0.013274,0,0.020716,0,0,0.027823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207,0,0,0.264368,0,0,0,0,0,0,0,0,0,0.017857,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.005571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615,0,0,0,0.108333,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086957,0,0,0,0,0,0,0.002232,0,0,0,0,0.014778,0,0,0,0.06006,0.00463,0,0.071429,0,0.00578,0.045113,0,0,0,0.013986,0,0,0,0.012821,0,0,0,0,0,0,0,0,0,0,0.005181,0,0.044791,0
1811,530,0.453407,0.002737,0.040816,0,0,0,0,0,0.051253,0,0,0,0,0,0,0.017699,0,0,0,0.143791,0,0,0,0,0,0.055118,0,0,0,0,0,0,0,0.259259,0,0,0,0,0,0,0,0.153846,0,0,0,0,0,0.013245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004464,0,0,0.015385,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137143,0.028846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26087,0,0,0,0,0,0,0,0,0,0,0,0.001642,0,0,0,0.033033,0,0,0,0,0,0.067669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008636,0.107417,0,0
43,1044,0.010521,0.003501,0.003401,0,0,0,0,0,0.005695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571,0,0,0,0,0,0,0,0,0,0,0.004869,0
43,2512,0.010521,0.005684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001883,0,0,0.001637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001083,0,0,0,0,0,0,0,0,0,0,0.003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,-135,0.512024,0.001748,0.031463,0,0,0,0,0,0.007973,0,0.009346,0,0,0.095238,0,0.09292,0,0.003766,0,0,0.018003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159091,0,0,0,0,0,0,0,0,0.034091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.002786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714,0,0,0,0,0,0,0,0,0,0.00463,0,0,0,0.034682,0,0,0,0,0,0.086957,0,0,0,0.060606,0,0,0,0,0,0,0,0.019108,0,0,0.053708,0.016553,0
43,-20,0.010521,0.001919,0.001701,0,0,0,0,0,0.002278,0,0.002336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006623,0,0,0,0,0,0,0.013514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004464,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003454,0,0.000974,0
3306,3261,0.827906,0.006798,0.011054,0,0,0,0,0,0.009112,0,0.014019,0,0,0,0,0,0,0,0,0,0.003273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207,0,0,0.034483,0,0,0,0,0,0.003344,0,0,0,0,0,0,0,0,0,0.017857,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005417,0,0,0,0,0,0,0.004926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013986,0.017391,0,0,0,0,0.019048,0,0,0,0,0,0,0,0,0.01209,0.002558,0.004869,0
3041,448,0.761523,0.002615,0.081633,0,0,0,0,0,0.075171,0,0.014019,0,0.075,0,0,0.057522,0,0.016949,0,0,0.06383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033113,0,0,0,0,0,0,0,0,0,0,0.022727,0,0,0,0,0.052632,0,0,0,0,0,0,0,0,0.018182,0,0,0,0,0,0,0,0,0,0,0,0,0.085714,0.025,0.026786,0,0,0,0,0,0,0,0,0.076923,0.052,0.058824,0,0,0,0,0,0,0,0.022284,0,0,0,0,0,0.058824,0,0,0,0,0,0,0,0,0.062857,0.009615,0,0,0,0,0.06,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0.024876,0,0,0,0.147368,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478,0,0,0,0,0.029252,0,0.002232,0,0,0,0,0.057471,0,0,0,0.006006,0,0,0,0,0.034682,0.007519,0.018692,0,0,0,0.026087,0,0,0,0.015152,0.028571,0,0,0,0,0,0,0,0,0.017271,0.007673,0.081792,0
3971,9488,0.994489,0.01606,0.189626,0,0,0,0,0.015625,0.123007,0,0.074766,0,0,0,0,0.09292,0,0.112994,0,0,0.175123,0,0,0,0,0,0,0.066667,0,0,0,0,0,0,0,0,0,0,0.032895,0,0.015924,0,0,0,0.020408,0,0,0.05298,0,0.04,0,0,0,0,0.013514,0,0,0,0.022727,0,0,0,0.025974,0.144737,0,0,0,0,0.060976,0,0,0,0,0,0.041408,0.035971,0,0,0,0,0,0,0,0,0,0,0.025,0.160714,0,0.056604,0,0,0,0.040179,0,0,0.123077,0.124,0,0,0,0,0,0.034483,0,0,0.022284,0,0,0,0,0,0.147059,0,0,0,0,0,0,0,0,0.017143,0.144231,0,0,0,0.183333,0,0.028571,0,0,0,0.2,0,0,0,0,0,0.033113,0,0,0,0.00995,0,0.017241,0,0,0,0.019608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07584,0,0.03125,0,0,0,0,0.118227,0,0,0,0.03003,0.069444,0,0,0,0,0.022556,0.037383,0,0,0.034965,0,0,0,0,0,0.019048,0.031746,0.348485,0,0,0,0,0.070064,0,0.032815,0,0.199611,0
2608,6274,0.653056,0.01128,0.102041,0,0,0,0,0,0.069476,0,0,0,0,0,0,0.00885,0,0.109228,0,0.03268,0.135843,0.023077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039474,0,0,0,0,0,0,0,0,0.036364,0,0.028986,0,0,0,0,0,0,0,0,0,0,0,0.003571,0,0,0,0,0,0,0.0625,0.014706,0,0.030769,0.016,0,0,0,0,0,0,0,0,0.005571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022857,0.019231,0,0,0,0.066667,0,0,0,0,0,0,0,0,0,0,0,0.02649,0,0,0,0.024876,0,0,0,0.010526,0,0,0,0,0,0,0,0,0.086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046587,0,0.064732,0,0,0,0,0.041051,0,0,0,0,0,0,0,0,0.023121,0.090226,0,0,0.25,0.013986,0.130435,0,0,0,0.030303,0.295238,0,0,0,0,0,0,0,0,0.02418,0.005115,0.099318,0
3043,477,0.762024,0.002658,0.04932,0,0,0,0,0,0.035308,0,0.044393,0,0,0,0,0.00885,0,0.013183,0,0.117647,0.01964,0,0,0,0,0.015748,0,0,0,0,0,0,0,0.055556,0,0,0,0,0,0,0,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015152,0,0,0,0,0,0,0,0,0.159091,0,0,0,0,0,0,0.00207,0,0,0,0,0,0,0.086207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088235,0,0,0,0,0,0,0,0,0.045714,0.057692,0,0,0,0.008333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173913,0,0,0,0,0.005417,0,0.002232,0,0,0,0,0,0,0,0,0.024024,0.060185,0,0,0,0.080925,0,0,0,0,0,0,0,0,0,0,0.07619,0,0,0,0,0,0,0,0,0.013817,0.081841,0.015579,0
3872,791,0.969689,0.003125,0.017007,0,0,0,0,0,0.007973,0,0.016355,0,0,0,0,0.00885,0,0.009416,0,0,0.022913,0,0,0,0,0,0,0,0,0.054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012821,0,0,0.031579,0,0,0,0,0,0,0,0,0.086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014085,0,0,0,0,0,0,0,0,0,0,0.036036,0.00463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038217,0,0.005181,0,0.017527,0
97,353,0.024048,0.002473,0.015306,0,0,0,0,0,0.014806,0,0,0,0,0.02381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006369,0,0,0,0,0,0,0.033113,0,0,0,0,0,0,0,0,0,0,0,0,0.084337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008929,0.014706,0,0.046154,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005417,0,0.002232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015152,0,0,0,0,0,0,0.01209,0,0.011685,0
3432,1418,0.859469,0.004057,0.02551,0,0,0,0,0,0.023918,0,0.004673,0,0,0.095238,0,0,0,0.007533,0,0,0.008183,0,0,0,0,0,0,0.033333,0,0,0,0,0,0,0,0,0,0,0,0,0.025478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006757,0,0,0,0,0,0,0,0,0.013158,0,0,0,0,0,0,0,0,0,0,0.024845,0,0,0.022989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.057143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995,0,0,0,0.010526,0,0.058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011918,0,0.002232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019048,0,0.151515,0,0,0,0,0,0,0.003454,0,0.028238,0
1493,2206,0.373747,0.005229,0.002551,0,0,0,0,0,0.001139,0,0,0,0,0,0,0,0,0.00565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001083,0,0,0,0,0,0,0,0,0,0,0,0,0.04918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002558,0,0
1916,2176,0.479709,0.005185,0.011905,0,0,0,0,0,0.004556,0,0.007009,0,0,0,0,0.004425,0,0.013183,0,0,0.016367,0.007692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017241,0,0.003344,0,0,0,0,0,0,0,0,0,0.004464,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008333,0,0,0,0,0,0,0,0,0,0,0,0.006623,0,0,0,0.004975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005417,0,0,0,0,0,0,0.014778,0,0,0,0.003003,0,0,0,0,0,0.030075,0,0,0,0,0,0,0,0.012821,0,0,0,0,0,0,0,0,0,0,0,0.002558,0.011685,0
46,0,0.011273,0.001948,0,0,0,0,0,0,0.001139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001727,0,0,0
2422,0,0.606463,0.001948,0.011054,0,0,0,0,0,0,0,0.007009,0,0,0,0,0.022124,0,0.009416,0,0,0.018003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008667,0,0,0,0,0,0,0,0,0,0,0.024024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008636,0,0.008763,0
3388,488,0.848447,0.002674,0.033163,0,0,0,0,0.0625,0.004556,0,0.074766,0,0,0,0,0,0,0,0,0.026144,0.008183,0,0,0,0,0.007874,0,0.033333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091837,0,0,0,0,0.003636,0,0,0,0,0.006757,0,0,0,0.007576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004141,0.028777,0,0.091954,0,0,0,0.017241,0,0,0,0,0,0.008929,0,0,0,0,0,0.008929,0.029412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052632,0,0,0,0,0,0,0,0,0,0,0,0.008333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035753,0,0,0,0,0,0,0.00821,0,0,0,0.015015,0,0,0,0,0.057803,0.037594,0,0,0,0.020979,0,0,0,0,0.030303,0,0,0,0,0,0,0,0.019108,0,0.025907,0.01023,0.020448,0
3872,1732,0.969689,0.004524,0.015306,0,0,0,0,0,0.002278,0,0.03972,0,0,0,0,0,0,0,0,0,0.001637,0,0,0,0,0,0,0,0,0,0.071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029412,0,0,0,0.578947,0,0,0,0,0,0,0,0,0,0.008333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199,0,0,0,0.021053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013136,0,0,0,0,0.037037,0,0,0,0,0,0,0,0,0.006993,0,0,0,0,0,0.009524,0,0,0,0,0,0,0,0,0.005181,0.038363,0.000974,0
